ID	tag_weight	fix	upload_oct_feb	upload_mar_sep	deploy_datetime	deploy_date	deploy_time	deploy_site	catch_method	bto	code	age	weight	wing	head_bill	bill	tarsus_toe	species
44953	6.17	60	240	60	08/12/2022 11:30	08/12/2022	11:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FJ56820	EAA	4	985	321	NA	155	NA	CU
45043	5.92	60	240	60	08/12/2022 11:30	08/12/2022	11:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FJ56813	AXA	4	955	315	NA	130	NA	CU
45218	5.99	60	240	60	08/12/2022 11:30	08/12/2022	11:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FJ56827	ECC	4	710	296	NA	120	NA	CU
45294	6.12	60	240	60	08/12/2022 11:30	08/12/2022	11:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FJ56818	AXU	4	782	309	NA	125	NA	CU
44116	6.01	60	240	60	11/12/2022 22:30	11/12/2022	22:30:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56742	ECN	4	797	300	NA	114	NA	CU
44432	6.08	60	240	60	11/12/2022 23:00	11/12/2022	23:00:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56743	ECT	4	791	308	NA	107	NA	CU
43826	6.15	60	240	60	11/12/2022 23:30	11/12/2022	23:30:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56744	ECX	4	879	316	NA	131	NA	CU
44060	6.4	60	240	60	11/12/2022 23:45	11/12/2022	23:45:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56745	EEA	4	739.5	296	NA	108	NA	CU
44026	6	60	240	60	12/12/2022 00:00	12/12/2022	00:00:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56746	EEC	4	930	307	NA	131	NA	CU
44364	5.95	60	240	60	12/12/2022 00:30	12/12/2022	00:30:00	Dublin-Baldoyle (Portmarnock pools)	Cannon	FJ56747	EEE	3	886	315	NA	144	NA	CU
43725	5.95	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56786	AAP	4	729	284	NA	110	NA	CU
43813	6.06	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56807	AVP	4	863	305	NA	132	NA	CU
43865	6.19	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56789	ANP	4	670	296	NA	113	NA	CU
43969	6.02	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56787	ANA	4	837	300	NA	107	NA	CU
44090	6	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56790	ANV	4	748	306	NA	120	NA	CU
44385	6.22	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56788	AHX	4	900	329	NA	135	NA	CU
44400	6.11	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56809	ANN	4	830	307	NA	123	NA	CU
44495	6.13	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56808	AVN	4	810	307	NA	142	NA	CU
44549	6.12	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56784	AAH	4	750	305	NA	107	NA	CU
44704	6.31	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56783	NA	4	755	297	144	102	NA	CU
45181	6.14	60	240	60	07/12/2022 11:20	07/12/2022	11:20:00	Dublin-Rogerstown (North)	Cannon	FJ56785	AAN	4	849	316	NA	142	NA	CU
44062	6.15	40	240	60	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EA66058	NA	4	300	215	115.5	73	NA	BW
43992	6.35	40	240	60	11/12/2022 22:30	11/12/2022	22:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66766	NA	3	286	206	121.7	82.4	110	BW
44036	6.33	40	240	60	12/12/2022 00:00	12/12/2022	00:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66767	NA	4	352.4	224	NA	94.5	NA	BW
44010	6.33	40	240	60	12/12/2022 00:30	12/12/2022	00:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66768	NA	3	335	219	NA	91	NA	BW
44035	6.38	40	240	60	12/12/2022 01:00	12/12/2022	01:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66769	NA	4	360	217	NA	95	NA	BW
44002	6.37	40	240	60	13/12/2022 00:00	13/12/2022	00:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66770	NA	4	255	215	120	82	NA	BW
44011	6.37	40	240	60	13/12/2022 03:00	13/12/2022	03:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66771	NA	3	262.2	201	117.3	80	NA	BW
43963	6.28	40	240	60	13/12/2022 03:30	13/12/2022	03:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66772	NA	3	241.6	205	118.1	79.6	111	BW
44052	6.37	40	240	60	13/12/2022 03:45	13/12/2022	03:45:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66773	NA	3	259	198	117.2	80	104	BW
43977	6.23	40	240	60	13/12/2022 04:00	13/12/2022	04:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66774	NA	4	342.2	226	133.5	92	122	BW
44029	6.12	40	240	60	13/12/2022 04:15	13/12/2022	04:15:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66775	NA	4	304	211	120	81.6	108	BW
44005	6.25	40	240	60	13/12/2022 04:30	13/12/2022	04:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66776	NA	3	260.5	212	116.5	79	105	BW
44053	6.28	40	240	60	13/12/2022 04:45	13/12/2022	04:45:00	Dublin-Baldoyle (Portmarnock pools)	Mist	EZ66777	NA	3	243	201	124	87	114	BW
44082	6.26	40	240	60	26/10/2022 23:00	26/10/2022	23:00:00	Dublin-Rogerstown (South fields)	Mist	EA40117	NA	4	280.8	215	125.1	85.5	113	BW
43965	6.21	40	240	60	29/10/2022 01:34	29/10/2022	01:34:00	Dublin-Rogerstown (South fields)	Mist	EF41776	NA	3	252.1	212	116.2	78.9	113	BW
44016	6.23	40	240	60	29/10/2022 02:00	29/10/2022	02:03:00	Dublin-Rogerstown (South fields)	Mist	EF41777	NA	3	304.8	219	128.4	88.6	116	BW
44077	6.36	40	240	60	29/10/2022 02:30	29/10/2022	02:24:00	Dublin-Rogerstown (South fields)	Mist	EF41778	NA	4	282.2	205	117.8	79.4	108	BW
216324	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56828	PPE	4	634.7	275	3.75	86.9	1.65	OC
216284	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56829	PPT	4	590	257	5.7	72.1	1.1	OC
216322	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56830	PPA	4	563	279	5.65	90	1.2	OC
216286	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56842	PPN	4	562	259	5.75	82	4.95	OC
216305	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56851	PTC	4	581	271	5.8	76.2	1.4	OC
216280	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56853	PTE	6	542.4	271	5.5	75	1.5	OC
216313	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56861	PPP	4	614	268	5.45	74	2.2	OC
216297	10	120	1440	1440	10/12/2022 11:45	10/12/2022	11:45:00	Dublin-Malahide (The Island GC)	Cannon	FJ56871	PUA	4	540	264	5.5	79.2	2.5	OC
216289	10	120	1440	1440	10/12/2022 12:00	10/12/2022	12:00:00	Dublin-Malahide (The Island GC)	Cannon	FJ56875	PTV	4	560	256	5.6	72.8	2.3	OC
216295	10	120	1440	1440	10/12/2022 12:00	10/12/2022	12:00:00	Dublin-Malahide (The Island GC)	Cannon	FJ56888	PPU	4	578	283	3.35	83.4	1.5	OC
216311	10	120	1440	1440	10/12/2022 12:00	10/12/2022	12:00:00	Dublin-Malahide (The Island GC)	Cannon	FJ56893	PTA	4	647.1	276	6	84	2.3	OC
216325	10	120	1440	1440	10/12/2022 12:00	10/12/2022	12:00:00	Dublin-Malahide (The Island GC)	Cannon	FJ56902	PPV	4	659.3	275	5.35	84	2.2	OC
216320	10	120	1440	1440	25/10/2022 13:15	25/10/2022	13:15:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56761	NA	6	582	257	4.55	82	1.85	OC
216321	10	120	1440	1440	25/10/2022 13:15	25/10/2022	13:15:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56762	NA	6	561	257	3.57	85	1.7	OC
216287	10	120	1440	1440	25/10/2022 13:30	25/10/2022	13:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56770	NA	6	606	249	5.45	74	2.25	OC
216301	10	120	1440	1440	25/10/2022 13:30	25/10/2022	13:30:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56771	NA	6	569.8	230	5.1	82	1.8	OC
216283	10	120	1440	1440	25/10/2022 13:45	25/10/2022	13:45:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56775	NA	6	556.9	241	4.15	81.9	2.1	OC
216327	10	120	1440	1440	25/10/2022 13:45	25/10/2022	13:45:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56776	NA	6	537	254	5.7	75	2.6	OC
216288	10	120	1440	1440	25/10/2022 14:00	25/10/2022	14:00:00	Dublin-Baldoyle (Portmarnock GC)	Cannon	FG56782	NA	6	593.9	258	5	80	1.9	OC
44317	4.29	60	240	240	10/12/2022 21:30	10/12/2022	21:30:00	Dublin-Malahide (The Island GC)	Mist	DT83820	PCT	4	150.6	171	77.1	44.3	83	RK
44329	4.28	60	240	240	10/12/2022 21:30	10/12/2022	21:30:00	Dublin-Malahide (The Island GC)	Mist	DT83819	PEH	4	155	179	78.8	44.7	90	RK
44334	4.27	60	240	240	10/12/2022 21:30	10/12/2022	21:30:00	Dublin-Malahide (The Island GC)	Mist	DT83585	NTU	4	146.7	170	73.1	40.8	84	RK
44297	4.3	60	240	240	10/12/2022 22:00	10/12/2022	22:00:00	Dublin-Malahide (The Island GC)	Mist	DT83823	PHAPHC	4	157.7	175	76.3	43	83	RK
44332	4.28	60	240	240	10/12/2022 22:00	10/12/2022	22:00:00	Dublin-Malahide (The Island GC)	Mist	DT83825	PHP	4	155.3	170	72.9	42.7	80	RK
43875	4.22	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83808	PAT	4	163	171	74.7	45.4	NA	RK
43985	4.4	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83811	PCA	4	145	169	74.7	44.2	NA	RK
44157	4.16	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83816	PCP	4	155	170	74.5	NA	NA	RK
44181	4.3	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83806	PAN	4	144	171	70.5	40.2	NA	RK
44223	4.25	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83805	PAC	4	171.6	174	75.9	43.2	86	RK
44582	4.21	60	240	240	08/12/2022 22:00	08/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83809	PAU	4	155	165	74.1	41	NA	RK
44030	4.4	60	240	240	11/12/2022 22:00	11/12/2022	22:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83827	PHV	4	145.1	172	74.5	40.4	82	RK
43843	4.28	60	240	240	11/12/2022 22:30	11/12/2022	22:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83830	PNX	4	145.4	175	76.7	43.2	89	RK
43961	4.16	60	240	240	12/12/2022 01:30	12/12/2022	01:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83833	PPH	4	144.9	170	72.8	42.5	85	RK
44712	4.34	60	240	240	12/12/2022 02:00	12/12/2022	02:00:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83832	PPN	4	164.6	176	74.8	41.2	83	RK
44822	4.16	60	240	240	12/12/2022 02:00	12/12/2022	02:15:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83835	PPP	4	149.2	171	77	44.1	82	RK
44003	4.35	60	240	240	12/12/2022 02:30	12/12/2022	02:30:00	Dublin-Baldoyle (Portmarnock pools)	Mist	DT83836	PPT	4	152.8	171	74.8	40.2	82	RK
45010	4.28	60	240	240	26/10/2022 21:50	26/10/2022	21:50:00	Dublin-Rogerstown (South fields)	Mist	DT83597	NVA	4	151.8	174	77.1	43.6	83	RK
44243	4.38	60	240	240	26/10/2022 22:00	26/10/2022	22:00:00	Dublin-Rogerstown (South fields)	Mist	DT83753	NVT	4	158.4	168	78.6	45.8	82	RK
44998	4.28	60	240	240	26/10/2022 22:10	26/10/2022	22:10:00	Dublin-Rogerstown (South fields)	Mist	DT83755	NVU	4	145.9	158	78.3	45.3	83	RK
43848	4.23	60	240	240	26/10/2022 22:30	26/10/2022	22:30:00	Dublin-Rogerstown (South fields)	Mist	DT83761	NXP	4	152.2	162	76.3	44.2	81	RK
44211	4.28	60	240	240	26/10/2022 22:30	26/10/2022	22:10:00	Dublin-Rogerstown (South fields)	Mist	DT83756	NVX	4	148.9	171	74.8	41.8	82	RK
44677	4.3	60	240	240	26/10/2022 22:30	26/10/2022	22:30:00	Dublin-Rogerstown (South fields)	Mist	DT83763	NXV	4	170	170	74	42.5	85	RK
44437	4.32	60	240	240	26/10/2022 22:40	26/10/2022	22:40:00	Dublin-Rogerstown (South fields)	Mist	DT83767	DU	4	182.2	174	76.5	42.5	88	RK
44856	4.16	60	240	240	26/10/2022 22:40	26/10/2022	22:40:00	Dublin-Rogerstown (South fields)	Mist	DT83769	DV	4	179	167	80.7	47.4	81	RK
45202	4.2	60	240	240	26/10/2022 22:50	26/10/2022	22:50:00	Dublin-Rogerstown (South fields)	Mist	DT83773	FC	4	170	172	75.3	41.8	86	RK
45089	4.25	60	240	240	26/10/2022 23:00	26/10/2022	23:00:00	Dublin-Rogerstown (South fields)	Mist	DT83776	FI	4	160	162	74.4	41.1	84	RK
